subscription_id,user_id,plan_type,monthly_fee,payment_method,auto_renew,tenure_months
SUB-200431,SPOT-100431,Free,0.0,None,0,24
SUB-200432,SPOT-100432,Premium Duo,14.99,Credit Card,1,8
SUB-200433,SPOT-100433,Premium Individual,10.99,Credit Card,1,9
SUB-200434,SPOT-100434,Free,0.0,None,0,29
SUB-200435,SPOT-100435,Free,0.0,None,0,28
SUB-200436,SPOT-100436,Free,0.0,None,0,8
SUB-200437,SPOT-100437,Premium Family,17.99,Credit Card,1,17
SUB-200438,SPOT-100438,Free,0.0,None,0,25
SUB-200439,SPOT-100439,Premium Student,5.99,Credit Card,1,21
SUB-200440,SPOT-100440,Premium Individual,10.99,Credit Card,1,31
SUB-200441,SPOT-100441,Premium Individual,10.99,Credit Card,1,24
SUB-200442,SPOT-100442,Free,0.0,None,0,18
SUB-200443,SPOT-100443,Free,0.0,None,0,17
SUB-200444,SPOT-100444,Premium Duo,14.99,Gift Card,1,4
SUB-200445,SPOT-100445,Premium Student,5.99,Credit Card,1,12
SUB-200446,SPOT-100446,Free,0.0,None,0,29
SUB-200447,SPOT-100447,Premium Student,5.99,PayPal,1,29
SUB-200448,SPOT-100448,Premium Individual,10.99,Carrier Billing,1,32
SUB-200449,SPOT-100449,Free,0.0,None,0,25
SUB-200450,SPOT-100450,Premium Duo,14.99,Credit Card,1,22
SUB-200451,SPOT-100451,Premium Individual,10.99,PayPal,1,9
SUB-200452,SPOT-100452,Premium Individual,10.99,Credit Card,1,5
SUB-200453,SPOT-100453,Free,0.0,None,0,15
SUB-200454,SPOT-100454,Premium Individual,10.99,Credit Card,1,22
SUB-200455,SPOT-100455,Free,0.0,None,0,11
SUB-200456,SPOT-100456,Free,0.0,None,0,20
SUB-200457,SPOT-100457,Free,0.0,None,0,4
SUB-200458,SPOT-100458,Premium Individual,10.99,Credit Card,1,5
SUB-200459,SPOT-100459,Premium Individual,10.99,Carrier Billing,1,9
SUB-200460,SPOT-100460,Free,0.0,None,0,12
SUB-200461,SPOT-100461,Premium Individual,10.99,Credit Card,0,10
SUB-200462,SPOT-100462,Free,0.0,None,0,11
SUB-200463,SPOT-100463,Premium Family,17.99,PayPal,1,12
SUB-200464,SPOT-100464,Premium Student,5.99,Carrier Billing,1,9
SUB-200465,SPOT-100465,Premium Student,5.99,PayPal,1,25
SUB-200466,SPOT-100466,Free,0.0,None,0,31
SUB-200467,SPOT-100467,Premium Family,17.99,Credit Card,1,6
SUB-200468,SPOT-100468,Premium Family,17.99,Credit Card,1,22
SUB-200469,SPOT-100469,Premium Individual,10.99,PayPal,1,16
SUB-200470,SPOT-100470,Free,0.0,None,0,14
SUB-200471,SPOT-100471,Premium Individual,10.99,Carrier Billing,1,11
SUB-200472,SPOT-100472,Free,0.0,None,0,29
SUB-200473,SPOT-100473,Premium Individual,10.99,Credit Card,1,15
SUB-200474,SPOT-100474,Premium Family,17.99,Credit Card,1,28
SUB-200475,SPOT-100475,Premium Student,5.99,Credit Card,1,21
SUB-200476,SPOT-100476,Free,0.0,None,0,8
SUB-200477,SPOT-100477,Free,0.0,None,0,24
SUB-200478,SPOT-100478,Premium Family,17.99,Credit Card,1,11
SUB-200479,SPOT-100479,Free,0.0,None,0,3
SUB-200480,SPOT-100480,Premium Duo,14.99,Credit Card,1,15
SUB-200481,SPOT-100481,Free,0.0,None,0,27
SUB-200482,SPOT-100482,Premium Individual,10.99,Credit Card,1,6
SUB-200483,SPOT-100483,Premium Student,5.99,Credit Card,1,4
SUB-200484,SPOT-100484,Free,0.0,None,0,20
SUB-200485,SPOT-100485,Premium Individual,10.99,Carrier Billing,1,8
SUB-200486,SPOT-100486,Premium Individual,10.99,PayPal,1,3
SUB-200487,SPOT-100487,Premium Individual,10.99,Credit Card,1,24
SUB-200488,SPOT-100488,Free,0.0,None,0,19
SUB-200489,SPOT-100489,Premium Individual,10.99,PayPal,1,27
SUB-200490,SPOT-100490,Premium Family,17.99,PayPal,1,29
SUB-200491,SPOT-100491,Free,0.0,None,0,9
SUB-200492,SPOT-100492,Free,0.0,None,0,27
SUB-200493,SPOT-100493,Free,0.0,None,0,20
SUB-200494,SPOT-100494,Free,0.0,None,0,21
SUB-200495,SPOT-100495,Free,0.0,None,0,9
SUB-200496,SPOT-100496,Premium Individual,10.99,Credit Card,1,13
SUB-200497,SPOT-100497,Premium Individual,10.99,PayPal,1,15
SUB-200498,SPOT-100498,Premium Duo,14.99,PayPal,1,2
SUB-200499,SPOT-100499,Premium Individual,10.99,Credit Card,1,3
SUB-200500,SPOT-100500,Premium Family,17.99,Gift Card,1,25
SUB-200501,SPOT-100501,Premium Student,5.99,Credit Card,1,7
SUB-200502,SPOT-100502,Premium Individual,10.99,Gift Card,1,2
SUB-200503,SPOT-100503,Premium Individual,10.99,PayPal,1,8
SUB-200504,SPOT-100504,Premium Duo,14.99,Credit Card,1,13
SUB-200505,SPOT-100505,Premium Student,5.99,Credit Card,1,23
SUB-200506,SPOT-100506,Premium Individual,10.99,Carrier Billing,1,17
SUB-200507,SPOT-100507,Free,0.0,None,0,26
SUB-200508,SPOT-100508,Premium Individual,10.99,PayPal,1,32
SUB-200509,SPOT-100509,Premium Student,5.99,Credit Card,1,22
SUB-200510,SPOT-100510,Premium Individual,10.99,PayPal,0,22
SUB-200511,SPOT-100511,Premium Family,17.99,PayPal,1,2
SUB-200512,SPOT-100512,Premium Duo,14.99,Credit Card,1,25
SUB-200513,SPOT-100513,Premium Individual,10.99,PayPal,1,9
SUB-200514,SPOT-100514,Free,0.0,None,0,23
SUB-200515,SPOT-100515,Free,0.0,None,0,21
SUB-200516,SPOT-100516,Premium Individual,10.99,PayPal,1,6
SUB-200517,SPOT-100517,Free,0.0,None,0,9
SUB-200518,SPOT-100518,Free,0.0,None,0,16
SUB-200519,SPOT-100519,Free,0.0,None,0,4
SUB-200520,SPOT-100520,Premium Individual,10.99,PayPal,1,22
SUB-200521,SPOT-100521,Premium Duo,14.99,Credit Card,1,30
SUB-200522,SPOT-100522,Free,0.0,None,0,13
SUB-200523,SPOT-100523,Premium Individual,10.99,Credit Card,1,29
SUB-200524,SPOT-100524,Free,0.0,None,0,31
SUB-200525,SPOT-100525,Free,0.0,None,0,18
SUB-200526,SPOT-100526,Premium Student,5.99,Credit Card,1,22
SUB-200527,SPOT-100527,Premium Individual,10.99,Credit Card,1,23
SUB-200528,SPOT-100528,Premium Individual,10.99,Credit Card,1,8
SUB-200529,SPOT-100529,Premium Family,17.99,PayPal,0,29
SUB-200530,SPOT-100530,Free,0.0,None,0,8
SUB-200531,SPOT-100531,Premium Duo,14.99,Credit Card,1,6
SUB-200532,SPOT-100532,Premium Individual,10.99,Credit Card,1,24
SUB-200533,SPOT-100533,Premium Individual,10.99,Credit Card,1,23
SUB-200534,SPOT-100534,Free,0.0,None,0,28
SUB-200535,SPOT-100535,Premium Duo,14.99,PayPal,1,31
SUB-200536,SPOT-100536,Free,0.0,None,0,23
SUB-200537,SPOT-100537,Premium Individual,10.99,Credit Card,1,23
SUB-200538,SPOT-100538,Premium Duo,14.99,PayPal,1,26
SUB-200539,SPOT-100539,Premium Individual,10.99,PayPal,1,5
SUB-200540,SPOT-100540,Premium Individual,10.99,Gift Card,1,2
SUB-200541,SPOT-100541,Free,0.0,None,0,14
SUB-200542,SPOT-100542,Premium Student,5.99,Credit Card,1,8
SUB-200543,SPOT-100543,Premium Individual,10.99,PayPal,1,4
SUB-200544,SPOT-100544,Premium Individual,10.99,Credit Card,1,17
SUB-200545,SPOT-100545,Premium Individual,10.99,Carrier Billing,0,3
SUB-200546,SPOT-100546,Free,0.0,None,0,21
SUB-200547,SPOT-100547,Premium Individual,10.99,Credit Card,0,24
SUB-200548,SPOT-100548,Premium Individual,10.99,Carrier Billing,1,4
SUB-200549,SPOT-100549,Premium Individual,10.99,Credit Card,1,25
SUB-200550,SPOT-100550,Free,0.0,None,0,19
SUB-200551,SPOT-100551,Premium Duo,14.99,Credit Card,1,22
SUB-200552,SPOT-100552,Premium Student,5.99,PayPal,1,27
SUB-200553,SPOT-100553,Free,0.0,None,0,23
SUB-200554,SPOT-100554,Premium Individual,10.99,PayPal,1,27
SUB-200555,SPOT-100555,Free,0.0,None,0,18
SUB-200556,SPOT-100556,Free,0.0,None,0,14
SUB-200557,SPOT-100557,Premium Individual,10.99,Credit Card,1,22
SUB-200558,SPOT-100558,Free,0.0,None,0,21
SUB-200559,SPOT-100559,Premium Individual,10.99,Credit Card,1,16
SUB-200560,SPOT-100560,Premium Student,5.99,PayPal,1,18
SUB-200561,SPOT-100561,Premium Individual,10.99,Carrier Billing,1,23
SUB-200562,SPOT-100562,Free,0.0,None,0,28
SUB-200563,SPOT-100563,Premium Individual,10.99,PayPal,1,29
SUB-200564,SPOT-100564,Premium Individual,10.99,Credit Card,1,32
SUB-200565,SPOT-100565,Premium Family,17.99,PayPal,1,9
SUB-200566,SPOT-100566,Premium Individual,10.99,PayPal,0,7
SUB-200567,SPOT-100567,Premium Duo,14.99,Gift Card,1,5
SUB-200568,SPOT-100568,Premium Family,17.99,PayPal,1,17
SUB-200569,SPOT-100569,Premium Individual,10.99,Credit Card,1,10
SUB-200570,SPOT-100570,Free,0.0,None,0,31
SUB-200571,SPOT-100571,Premium Duo,14.99,PayPal,0,23
SUB-200572,SPOT-100572,Premium Duo,14.99,Credit Card,1,21
SUB-200573,SPOT-100573,Premium Duo,14.99,Credit Card,1,28
SUB-200574,SPOT-100574,Premium Family,17.99,Credit Card,1,7
SUB-200575,SPOT-100575,Free,0.0,None,0,29
SUB-200576,SPOT-100576,Free,0.0,None,0,13
SUB-200577,SPOT-100577,Premium Individual,10.99,Carrier Billing,1,20
SUB-200578,SPOT-100578,Premium Individual,10.99,Gift Card,1,14
SUB-200579,SPOT-100579,Premium Duo,14.99,Credit Card,1,15
SUB-200580,SPOT-100580,Free,0.0,None,0,16
SUB-200581,SPOT-100581,Premium Individual,10.99,Carrier Billing,1,12
SUB-200582,SPOT-100582,Premium Family,17.99,Credit Card,1,22
SUB-200583,SPOT-100583,Free,0.0,None,0,13
SUB-200584,SPOT-100584,Free,0.0,None,0,28
SUB-200585,SPOT-100585,Premium Individual,10.99,Credit Card,1,21
SUB-200586,SPOT-100586,Free,0.0,None,0,12
SUB-200587,SPOT-100587,Free,0.0,None,0,13
SUB-200588,SPOT-100588,Free,0.0,None,0,7
SUB-200589,SPOT-100589,Free,0.0,None,0,24
SUB-200590,SPOT-100590,Free,0.0,None,0,3
SUB-200591,SPOT-100591,Free,0.0,None,0,15
SUB-200592,SPOT-100592,Premium Duo,14.99,Credit Card,1,30
SUB-200593,SPOT-100593,Premium Individual,10.99,Credit Card,1,17
SUB-200594,SPOT-100594,Premium Duo,14.99,Credit Card,1,26
SUB-200595,SPOT-100595,Free,0.0,None,0,20
SUB-200596,SPOT-100596,Free,0.0,None,0,10
SUB-200597,SPOT-100597,Free,0.0,None,0,4
SUB-200598,SPOT-100598,Free,0.0,None,0,23
SUB-200599,SPOT-100599,Premium Duo,14.99,Credit Card,1,15
SUB-200600,SPOT-100600,Free,0.0,None,0,32
SUB-200601,SPOT-100601,Free,0.0,None,0,12
SUB-200602,SPOT-100602,Premium Student,5.99,PayPal,1,14
SUB-200603,SPOT-100603,Premium Student,5.99,Credit Card,1,11
SUB-200604,SPOT-100604,Free,0.0,None,0,21
SUB-200605,SPOT-100605,Premium Individual,10.99,PayPal,1,24
SUB-200606,SPOT-100606,Premium Individual,10.99,Carrier Billing,1,13
SUB-200607,SPOT-100607,Free,0.0,None,0,30
SUB-200608,SPOT-100608,Free,0.0,None,0,21
SUB-200609,SPOT-100609,Premium Student,5.99,PayPal,1,31
SUB-200610,SPOT-100610,Free,0.0,None,0,8
SUB-200611,SPOT-100611,Premium Individual,10.99,Credit Card,1,13
SUB-200612,SPOT-100612,Premium Duo,14.99,PayPal,1,21
SUB-200613,SPOT-100613,Free,0.0,None,0,4
SUB-200614,SPOT-100614,Free,0.0,None,0,4
SUB-200615,SPOT-100615,Premium Duo,14.99,Credit Card,1,26
SUB-200616,SPOT-100616,Premium Individual,10.99,Carrier Billing,1,10
SUB-200617,SPOT-100617,Premium Individual,10.99,Credit Card,0,31
SUB-200618,SPOT-100618,Premium Individual,10.99,Carrier Billing,1,7
SUB-200619,SPOT-100619,Free,0.0,None,0,10
SUB-200620,SPOT-100620,Premium Student,5.99,Credit Card,0,30
SUB-200621,SPOT-100621,Free,0.0,None,0,3
SUB-200622,SPOT-100622,Free,0.0,None,0,21
SUB-200623,SPOT-100623,Premium Individual,10.99,Carrier Billing,1,13
SUB-200624,SPOT-100624,Premium Student,5.99,PayPal,1,24
SUB-200625,SPOT-100625,Premium Student,5.99,PayPal,0,4
SUB-200626,SPOT-100626,Free,0.0,None,0,32
SUB-200627,SPOT-100627,Premium Student,5.99,PayPal,1,8
SUB-200628,SPOT-100628,Premium Individual,10.99,PayPal,1,2
SUB-200629,SPOT-100629,Premium Individual,10.99,Credit Card,1,23
SUB-200630,SPOT-100630,Premium Family,17.99,Credit Card,1,11
SUB-200631,SPOT-100631,Free,0.0,None,0,7
SUB-200632,SPOT-100632,Premium Individual,10.99,Credit Card,1,27
SUB-200633,SPOT-100633,Premium Individual,10.99,PayPal,1,23
SUB-200634,SPOT-100634,Free,0.0,None,0,25
SUB-200635,SPOT-100635,Premium Student,5.99,Credit Card,1,8
SUB-200636,SPOT-100636,Premium Individual,10.99,PayPal,0,31
SUB-200637,SPOT-100637,Premium Individual,10.99,Credit Card,1,32
SUB-200638,SPOT-100638,Premium Individual,10.99,Credit Card,0,19
SUB-200639,SPOT-100639,Premium Individual,10.99,Carrier Billing,1,11
SUB-200640,SPOT-100640,Premium Individual,10.99,Carrier Billing,1,11
SUB-200641,SPOT-100641,Free,0.0,None,0,29
SUB-200642,SPOT-100642,Free,0.0,None,0,22
SUB-200643,SPOT-100643,Free,0.0,None,0,8
SUB-200644,SPOT-100644,Premium Student,5.99,Credit Card,1,12
SUB-200645,SPOT-100645,Premium Student,5.99,Credit Card,0,11
SUB-200646,SPOT-100646,Premium Individual,10.99,Credit Card,0,23
SUB-200647,SPOT-100647,Premium Family,17.99,Carrier Billing,1,19
SUB-200648,SPOT-100648,Free,0.0,None,0,25
SUB-200649,SPOT-100649,Premium Duo,14.99,PayPal,1,19
SUB-200650,SPOT-100650,Free,0.0,None,0,17
SUB-200651,SPOT-100651,Free,0.0,None,0,32
SUB-200652,SPOT-100652,Free,0.0,None,0,12
SUB-200653,SPOT-100653,Premium Individual,10.99,PayPal,1,14
SUB-200654,SPOT-100654,Premium Student,5.99,PayPal,1,28
SUB-200655,SPOT-100655,Premium Duo,14.99,Credit Card,1,2
SUB-200656,SPOT-100656,Premium Individual,10.99,Carrier Billing,1,17
SUB-200657,SPOT-100657,Free,0.0,None,0,16
SUB-200658,SPOT-100658,Free,0.0,None,0,14
SUB-200659,SPOT-100659,Premium Family,17.99,PayPal,1,32
SUB-200660,SPOT-100660,Free,0.0,None,0,6
SUB-200661,SPOT-100661,Premium Student,5.99,Credit Card,1,15
SUB-200662,SPOT-100662,Free,0.0,None,0,27
SUB-200663,SPOT-100663,Free,0.0,None,0,16
SUB-200664,SPOT-100664,Free,0.0,None,0,16
SUB-200665,SPOT-100665,Free,0.0,None,0,30
SUB-200666,SPOT-100666,Premium Individual,10.99,Credit Card,1,16
SUB-200667,SPOT-100667,Free,0.0,None,0,28
SUB-200668,SPOT-100668,Premium Family,17.99,Credit Card,1,5
SUB-200669,SPOT-100669,Free,0.0,None,0,21
SUB-200670,SPOT-100670,Premium Student,5.99,Credit Card,1,6
SUB-200671,SPOT-100671,Premium Individual,10.99,PayPal,1,16
SUB-200672,SPOT-100672,Free,0.0,None,0,15
SUB-200673,SPOT-100673,Free,0.0,None,0,29
SUB-200674,SPOT-100674,Premium Individual,10.99,Credit Card,1,23
SUB-200675,SPOT-100675,Free,0.0,None,0,13
SUB-200676,SPOT-100676,Premium Individual,10.99,PayPal,0,14
SUB-200677,SPOT-100677,Premium Individual,10.99,PayPal,1,22
SUB-200678,SPOT-100678,Premium Individual,10.99,Credit Card,1,22
SUB-200679,SPOT-100679,Premium Individual,10.99,Credit Card,1,18
SUB-200680,SPOT-100680,Free,0.0,None,0,23
SUB-200681,SPOT-100681,Premium Student,5.99,Credit Card,1,27
SUB-200682,SPOT-100682,Free,0.0,None,0,16
SUB-200683,SPOT-100683,Free,0.0,None,0,9
SUB-200684,SPOT-100684,Free,0.0,None,0,19
SUB-200685,SPOT-100685,Free,0.0,None,0,13
SUB-200686,SPOT-100686,Premium Individual,10.99,Credit Card,1,31
SUB-200687,SPOT-100687,Premium Individual,10.99,Credit Card,1,22
SUB-200688,SPOT-100688,Free,0.0,None,0,28
SUB-200689,SPOT-100689,Free,0.0,None,0,26
SUB-200690,SPOT-100690,Free,0.0,None,0,24
SUB-200691,SPOT-100691,Premium Individual,10.99,PayPal,0,8
SUB-200692,SPOT-100692,Premium Student,5.99,Carrier Billing,0,11
SUB-200693,SPOT-100693,Premium Individual,10.99,Credit Card,1,28
SUB-200694,SPOT-100694,Premium Duo,14.99,Credit Card,1,30
SUB-200695,SPOT-100695,Free,0.0,None,0,21
SUB-200696,SPOT-100696,Free,0.0,None,0,22
SUB-200697,SPOT-100697,Premium Duo,14.99,PayPal,1,8
SUB-200698,SPOT-100698,Premium Student,5.99,PayPal,1,3
SUB-200699,SPOT-100699,Premium Individual,10.99,Gift Card,1,23
SUB-200700,SPOT-100700,Premium Duo,14.99,Gift Card,1,8
SUB-200701,SPOT-100701,Premium Individual,10.99,Credit Card,1,21
SUB-200702,SPOT-100702,Premium Individual,10.99,Credit Card,1,3
SUB-200703,SPOT-100703,Premium Individual,10.99,Carrier Billing,1,26
SUB-200704,SPOT-100704,Premium Individual,10.99,Credit Card,1,23
SUB-200705,SPOT-100705,Premium Individual,10.99,Credit Card,1,16
SUB-200706,SPOT-100706,Free,0.0,None,0,2
SUB-200707,SPOT-100707,Premium Family,17.99,Carrier Billing,1,15
SUB-200708,SPOT-100708,Premium Family,17.99,Gift Card,1,12
SUB-200709,SPOT-100709,Free,0.0,None,0,28
SUB-200710,SPOT-100710,Premium Individual,10.99,Credit Card,1,22
SUB-200711,SPOT-100711,Premium Student,5.99,Carrier Billing,1,32
SUB-200712,SPOT-100712,Free,0.0,None,0,3
SUB-200713,SPOT-100713,Free,0.0,None,0,14
SUB-200714,SPOT-100714,Premium Individual,10.99,Credit Card,1,23
SUB-200715,SPOT-100715,Free,0.0,None,0,30
SUB-200716,SPOT-100716,Premium Duo,14.99,PayPal,1,24
SUB-200717,SPOT-100717,Premium Duo,14.99,Credit Card,1,22
SUB-200718,SPOT-100718,Premium Student,5.99,Credit Card,1,9
SUB-200719,SPOT-100719,Premium Duo,14.99,Gift Card,0,33
SUB-200720,SPOT-100720,Premium Individual,10.99,Gift Card,1,3
SUB-200721,SPOT-100721,Free,0.0,None,0,3
SUB-200722,SPOT-100722,Free,0.0,None,0,23
SUB-200723,SPOT-100723,Premium Duo,14.99,PayPal,1,19
SUB-200724,SPOT-100724,Premium Student,5.99,Credit Card,1,19
SUB-200725,SPOT-100725,Free,0.0,None,0,26
SUB-200726,SPOT-100726,Premium Student,5.99,PayPal,1,24
SUB-200727,SPOT-100727,Free,0.0,None,0,31
SUB-200728,SPOT-100728,Free,0.0,None,0,28
SUB-200729,SPOT-100729,Free,0.0,None,0,30
SUB-200730,SPOT-100730,Free,0.0,None,0,28
SUB-200731,SPOT-100731,Premium Student,5.99,PayPal,1,14
SUB-200732,SPOT-100732,Premium Student,5.99,PayPal,1,6
SUB-200733,SPOT-100733,Premium Individual,10.99,Credit Card,1,18
SUB-200734,SPOT-100734,Premium Individual,10.99,Carrier Billing,1,23
SUB-200735,SPOT-100735,Premium Individual,10.99,Credit Card,0,27
SUB-200736,SPOT-100736,Premium Duo,14.99,Credit Card,1,29
SUB-200737,SPOT-100737,Free,0.0,None,0,9
SUB-200738,SPOT-100738,Free,0.0,None,0,8
SUB-200739,SPOT-100739,Premium Individual,10.99,Credit Card,1,28
SUB-200740,SPOT-100740,Premium Individual,10.99,Credit Card,1,3
SUB-200741,SPOT-100741,Premium Individual,10.99,Carrier Billing,1,20
SUB-200742,SPOT-100742,Premium Duo,14.99,PayPal,1,19
SUB-200743,SPOT-100743,Free,0.0,None,0,28
SUB-200744,SPOT-100744,Premium Individual,10.99,Gift Card,0,7
SUB-200745,SPOT-100745,Premium Individual,10.99,Carrier Billing,1,32
SUB-200746,SPOT-100746,Free,0.0,None,0,10
SUB-200747,SPOT-100747,Free,0.0,None,0,14
SUB-200748,SPOT-100748,Premium Duo,14.99,Credit Card,1,21
SUB-200749,SPOT-100749,Premium Individual,10.99,Carrier Billing,1,7
SUB-200750,SPOT-100750,Free,0.0,None,0,16
SUB-200751,SPOT-100751,Premium Family,17.99,PayPal,1,9
SUB-200752,SPOT-100752,Free,0.0,None,0,6
SUB-200753,SPOT-100753,Premium Individual,10.99,PayPal,1,13
SUB-200754,SPOT-100754,Premium Individual,10.99,Credit Card,1,27
SUB-200755,SPOT-100755,Free,0.0,None,0,32
SUB-200756,SPOT-100756,Free,0.0,None,0,24
SUB-200757,SPOT-100757,Premium Student,5.99,PayPal,1,16
SUB-200758,SPOT-100758,Free,0.0,None,0,25
SUB-200759,SPOT-100759,Premium Individual,10.99,Credit Card,1,10
SUB-200760,SPOT-100760,Premium Duo,14.99,Credit Card,1,26
SUB-200761,SPOT-100761,Free,0.0,None,0,5
SUB-200762,SPOT-100762,Premium Student,5.99,Credit Card,1,26
SUB-200763,SPOT-100763,Premium Individual,10.99,Credit Card,1,31
SUB-200764,SPOT-100764,Free,0.0,None,0,31
SUB-200765,SPOT-100765,Premium Individual,10.99,Carrier Billing,1,21
SUB-200766,SPOT-100766,Premium Individual,10.99,Carrier Billing,1,16
SUB-200767,SPOT-100767,Free,0.0,None,0,12
SUB-200768,SPOT-100768,Premium Individual,10.99,Credit Card,1,6
SUB-200769,SPOT-100769,Premium Family,17.99,Credit Card,0,33
SUB-200770,SPOT-100770,Premium Individual,10.99,PayPal,1,29
SUB-200771,SPOT-100771,Free,0.0,None,0,4
SUB-200772,SPOT-100772,Premium Individual,10.99,Credit Card,1,24
SUB-200773,SPOT-100773,Premium Student,5.99,Credit Card,1,21
SUB-200774,SPOT-100774,Free,0.0,None,0,16
SUB-200775,SPOT-100775,Premium Individual,10.99,Credit Card,1,8
SUB-200776,SPOT-100776,Premium Individual,10.99,Gift Card,1,13
SUB-200777,SPOT-100777,Free,0.0,None,0,9
SUB-200778,SPOT-100778,Premium Student,5.99,Carrier Billing,1,11
SUB-200779,SPOT-100779,Premium Individual,10.99,PayPal,1,24
SUB-200780,SPOT-100780,Premium Individual,10.99,PayPal,1,16
SUB-200781,SPOT-100781,Premium Individual,10.99,PayPal,0,17
SUB-200782,SPOT-100782,Premium Student,5.99,Credit Card,1,21
SUB-200783,SPOT-100783,Premium Individual,10.99,Credit Card,1,16
SUB-200784,SPOT-100784,Premium Individual,10.99,Credit Card,1,10
SUB-200785,SPOT-100785,Free,0.0,None,0,28
SUB-200786,SPOT-100786,Premium Duo,14.99,PayPal,1,11
SUB-200787,SPOT-100787,Free,0.0,None,0,15
SUB-200788,SPOT-100788,Free,0.0,None,0,13
SUB-200789,SPOT-100789,Premium Duo,14.99,PayPal,0,16
SUB-200790,SPOT-100790,Free,0.0,None,0,6
SUB-200791,SPOT-100791,Premium Duo,14.99,Credit Card,1,31
SUB-200792,SPOT-100792,Premium Individual,10.99,PayPal,1,21
SUB-200793,SPOT-100793,Free,0.0,None,0,18
SUB-200794,SPOT-100794,Premium Student,5.99,Credit Card,1,31
SUB-200795,SPOT-100795,Free,0.0,None,0,24
SUB-200796,SPOT-100796,Premium Individual,10.99,Credit Card,1,17
SUB-200797,SPOT-100797,Premium Student,5.99,Gift Card,1,2
SUB-200798,SPOT-100798,Premium Individual,10.99,Credit Card,1,14
SUB-200799,SPOT-100799,Premium Student,5.99,Credit Card,1,23
SUB-200800,SPOT-100800,Premium Family,17.99,Credit Card,1,3
SUB-200801,SPOT-100801,Premium Individual,10.99,Credit Card,1,19
SUB-200802,SPOT-100802,Free,0.0,None,0,28
SUB-200803,SPOT-100803,Premium Student,5.99,Credit Card,1,19
SUB-200804,SPOT-100804,Premium Individual,10.99,Credit Card,1,2
SUB-200805,SPOT-100805,Premium Individual,10.99,Gift Card,0,5
SUB-200806,SPOT-100806,Premium Individual,10.99,Credit Card,1,20
SUB-200807,SPOT-100807,Premium Student,5.99,Credit Card,1,31
SUB-200808,SPOT-100808,Premium Individual,10.99,PayPal,0,15
SUB-200809,SPOT-100809,Free,0.0,None,0,32
SUB-200810,SPOT-100810,Premium Student,5.99,PayPal,1,16
SUB-200811,SPOT-100811,Premium Duo,14.99,Credit Card,1,17
SUB-200812,SPOT-100812,Free,0.0,None,0,14
SUB-200813,SPOT-100813,Free,0.0,None,0,21
SUB-200814,SPOT-100814,Premium Family,17.99,PayPal,1,18
SUB-200815,SPOT-100815,Free,0.0,None,0,7
SUB-200816,SPOT-100816,Free,0.0,None,0,19
SUB-200817,SPOT-100817,Premium Individual,10.99,Credit Card,0,14
SUB-200818,SPOT-100818,Free,0.0,None,0,17
SUB-200819,SPOT-100819,Premium Individual,10.99,PayPal,1,21
SUB-200820,SPOT-100820,Free,0.0,None,0,20
SUB-200821,SPOT-100821,Premium Individual,10.99,PayPal,1,31
SUB-200822,SPOT-100822,Premium Family,17.99,Credit Card,1,26
SUB-200823,SPOT-100823,Free,0.0,None,0,32
SUB-200824,SPOT-100824,Free,0.0,None,0,27
SUB-200825,SPOT-100825,Premium Student,5.99,Carrier Billing,1,14
SUB-200826,SPOT-100826,Premium Individual,10.99,PayPal,1,13
SUB-200827,SPOT-100827,Premium Individual,10.99,Credit Card,1,18
SUB-200828,SPOT-100828,Premium Family,17.99,PayPal,1,18
SUB-200829,SPOT-100829,Free,0.0,None,0,31
SUB-200830,SPOT-100830,Premium Individual,10.99,Credit Card,1,11
SUB-200831,SPOT-100831,Free,0.0,None,0,15
SUB-200832,SPOT-100832,Free,0.0,None,0,11
SUB-200833,SPOT-100833,Premium Individual,10.99,PayPal,1,22
SUB-200834,SPOT-100834,Premium Family,17.99,PayPal,1,20
SUB-200835,SPOT-100835,Premium Student,5.99,Carrier Billing,1,32
SUB-200836,SPOT-100836,Free,0.0,None,0,28
SUB-200837,SPOT-100837,Premium Individual,10.99,Credit Card,1,19
SUB-200838,SPOT-100838,Premium Student,5.99,Credit Card,1,26
SUB-200839,SPOT-100839,Free,0.0,None,0,12
SUB-200840,SPOT-100840,Free,0.0,None,0,28
SUB-200841,SPOT-100841,Free,0.0,None,0,4
SUB-200842,SPOT-100842,Premium Individual,10.99,Credit Card,1,21
SUB-200843,SPOT-100843,Free,0.0,None,0,22
SUB-200844,SPOT-100844,Premium Individual,10.99,Credit Card,1,18
