user_id,preferred_device,avg_daily_listening_hours,avg_daily_tracks,avg_daily_skips,skip_rate,weekly_ads_listened,podcast_share,playlists_created,active_days_last_30d
SPOT-100381,Mobile,2.5,45,22,0.4894,78,0.304,3,7
SPOT-100382,Web Player,2.75,49,10,0.209,86,0.578,5,25
SPOT-100383,Mobile,0.91,16,6,0.4254,0,0.466,6,24
SPOT-100384,Mobile,2.36,42,13,0.3138,0,0.179,4,25
SPOT-100385,Desktop,4.65,83,22,0.2663,146,0.539,1,24
SPOT-100386,Smart Speaker,1.49,26,18,0.7224,46,0.499,1,21
SPOT-100387,Mobile,2.2,39,24,0.6215,69,0.157,5,14
SPOT-100388,Web Player,4.24,76,15,0.2036,0,0.345,4,27
SPOT-100389,Desktop,2.28,41,13,0.3344,0,0.029,7,21
SPOT-100390,Mobile,7.48,134,12,0.0917,0,0.219,3,27
SPOT-100391,Mobile,1.43,25,5,0.2313,0,0.636,6,26
SPOT-100392,Mobile,1.77,31,1,0.0614,55,0.264,2,25
SPOT-100393,Mobile,5.2,93,52,0.56,0,0.079,3,24
SPOT-100394,Mobile,2.13,38,9,0.2452,0,0.357,4,14
SPOT-100395,Desktop,1.11,19,2,0.1524,34,0.456,0,21
SPOT-100396,Smart Speaker,6.78,122,33,0.2743,0,0.439,7,22
SPOT-100397,Mobile,3.26,58,13,0.2319,102,0.226,2,21
SPOT-100398,Mobile,4.9,88,29,0.3341,0,0.771,4,20
SPOT-100399,Mobile,1.65,29,13,0.4621,51,0.033,4,6
SPOT-100400,Desktop,2.13,38,15,0.4138,0,0.469,5,17
SPOT-100401,Mobile,1.68,30,2,0.0777,0,0.281,6,23
SPOT-100402,Mobile,2.86,51,40,0.8022,89,0.208,3,16
SPOT-100403,Mobile,1.6,28,11,0.3958,50,0.103,1,20
SPOT-100404,Mobile,4.23,76,8,0.1111,133,0.175,1,20
SPOT-100405,Smart Speaker,3.24,58,13,0.2334,0,0.117,3,23
SPOT-100406,Mobile,0.67,12,2,0.2121,21,0.072,1,16
SPOT-100407,Mobile,6.6,118,24,0.2037,0,0.313,11,17
SPOT-100408,Connected Car,1.5,27,13,0.4972,0,0.357,7,9
SPOT-100409,Mobile,2.88,51,11,0.231,90,0.233,5,27
SPOT-100410,Mobile,1.29,23,13,0.5688,40,0.621,1,13
SPOT-100411,Mobile,4.53,81,6,0.0847,0,0.225,7,25
SPOT-100412,Mobile,3.0,53,6,0.1226,0,0.626,9,23
SPOT-100413,Web Player,2.67,48,12,0.268,0,0.221,2,18
SPOT-100414,Mobile,3.84,69,46,0.6701,0,0.461,2,21
SPOT-100415,Mobile,1.98,35,6,0.1816,0,0.211,6,21
SPOT-100416,Mobile,0.84,15,2,0.1567,0,0.067,7,21
SPOT-100417,Mobile,1.58,28,9,0.3412,0,0.119,5,23
SPOT-100418,Mobile,8.7,156,69,0.4481,0,0.23,6,21
SPOT-100419,Smart Speaker,1.55,27,6,0.2222,48,0.082,2,22
SPOT-100420,Desktop,8.85,159,26,0.1644,0,0.481,4,23
SPOT-100421,Smart Speaker,2.37,42,7,0.1714,0,0.244,10,19
SPOT-100422,Mobile,8.22,147,29,0.2002,0,0.06,5,22
SPOT-100423,Smart Speaker,2.08,37,6,0.1792,0,0.267,2,20
SPOT-100424,Desktop,1.16,20,5,0.2662,0,0.086,6,22
SPOT-100425,Mobile,4.05,72,10,0.1463,0,0.588,4,22
SPOT-100426,Smart Speaker,7.27,130,70,0.539,0,0.332,6,27
SPOT-100427,Smart Speaker,3.8,68,15,0.2299,0,0.047,5,23
SPOT-100428,Mobile,2.89,52,13,0.2614,91,0.051,2,26
SPOT-100429,Web Player,4.18,75,44,0.589,131,0.206,4,19
SPOT-100430,Mobile,2.39,43,3,0.0897,0,0.344,9,24
SPOT-100431,Web Player,1.59,28,7,0.2638,49,0.135,1,19
SPOT-100432,Mobile,2.18,39,1,0.041,0,0.112,1,23
SPOT-100433,Mobile,2.16,38,2,0.0642,0,0.468,4,27
SPOT-100434,Mobile,1.57,28,16,0.5762,49,0.268,1,11
SPOT-100435,Mobile,0.37,6,1,0.2616,11,0.336,0,15
SPOT-100436,Mobile,3.89,69,48,0.6998,122,0.663,1,12
SPOT-100437,Smart Speaker,2.92,52,22,0.4288,0,0.419,5,19
SPOT-100438,Mobile,0.76,13,4,0.372,23,0.43,0,21
SPOT-100439,Mobile,4.02,72,21,0.3008,0,0.374,5,23
SPOT-100440,Mobile,4.56,82,9,0.1199,0,0.029,8,26
SPOT-100441,Smart Speaker,2.76,49,13,0.2794,0,0.171,7,23
SPOT-100442,Mobile,0.48,8,3,0.4752,15,0.416,1,26
SPOT-100443,Desktop,0.77,13,5,0.4594,24,0.035,1,8
SPOT-100444,Mobile,0.54,9,2,0.2992,0,0.242,8,11
SPOT-100445,Desktop,4.35,78,15,0.1928,0,0.312,5,19
SPOT-100446,Mobile,4.9,88,24,0.2772,154,0.477,3,23
SPOT-100447,Desktop,3.67,66,35,0.5333,0,0.155,6,19
SPOT-100448,Web Player,2.92,52,16,0.3079,0,0.507,6,23
SPOT-100449,Desktop,2.32,41,17,0.4278,72,0.36,3,12
SPOT-100450,Desktop,2.16,38,19,0.5066,0,0.129,2,24
SPOT-100451,Mobile,2.91,52,6,0.1231,0,0.194,12,21
SPOT-100452,Desktop,2.46,44,26,0.5932,0,0.262,8,22
SPOT-100453,Mobile,4.86,87,68,0.7844,153,0.079,1,20
SPOT-100454,Mobile,0.34,6,1,0.3263,0,0.262,6,25
SPOT-100455,Desktop,2.51,45,20,0.4641,78,0.017,2,21
SPOT-100456,Mobile,2.47,44,20,0.4715,77,0.367,3,12
SPOT-100457,Smart Speaker,2.1,37,21,0.5764,66,0.008,0,13
SPOT-100458,Desktop,6.02,108,13,0.1225,0,0.003,6,21
SPOT-100459,Mobile,0.94,16,7,0.4751,0,0.657,4,25
SPOT-100460,Mobile,1.84,33,14,0.4295,57,0.383,4,21
SPOT-100461,Mobile,3.37,60,15,0.2569,0,0.019,3,12
SPOT-100462,Mobile,1.11,19,14,0.741,34,0.159,2,9
SPOT-100463,Smart Speaker,1.6,28,13,0.4845,0,0.387,9,24
SPOT-100464,Smart Speaker,4.45,80,36,0.4542,0,0.365,9,21
SPOT-100465,Mobile,1.95,35,7,0.2019,0,0.024,7,22
SPOT-100466,Mobile,0.85,15,6,0.4046,26,0.267,1,11
SPOT-100467,Mobile,2.58,46,18,0.4069,0,0.202,2,22
SPOT-100468,Desktop,4.11,73,21,0.2959,0,0.295,9,20
SPOT-100469,Mobile,2.01,36,2,0.0749,0,0.097,6,20
SPOT-100470,Connected Car,2.75,49,22,0.4503,86,0.042,3,20
SPOT-100471,Mobile,0.87,15,0,0.0586,0,0.285,4,25
SPOT-100472,Mobile,1.76,31,4,0.1418,55,0.123,3,11
SPOT-100473,Mobile,4.73,85,19,0.2311,0,0.109,12,24
SPOT-100474,Desktop,2.36,42,8,0.2087,0,0.103,6,23
SPOT-100475,Mobile,3.46,62,13,0.2108,0,0.582,6,24
SPOT-100476,Desktop,2.06,37,5,0.1595,64,0.478,4,25
SPOT-100477,Smart Speaker,1.94,34,4,0.1318,60,0.115,4,26
SPOT-100478,Mobile,4.82,86,4,0.0538,0,0.021,5,26
SPOT-100479,Mobile,1.55,27,3,0.1169,48,0.644,2,8
SPOT-100480,Mobile,2.77,49,3,0.0686,0,0.058,8,22
SPOT-100481,Mobile,2.6,46,7,0.1665,81,0.395,2,15
SPOT-100482,Mobile,5.42,97,27,0.2873,0,0.175,5,22
SPOT-100483,Desktop,2.1,37,7,0.2061,0,0.143,9,23
SPOT-100484,Smart Speaker,3.22,57,7,0.1355,101,0.468,0,26
SPOT-100485,Mobile,1.63,29,13,0.4746,0,0.19,6,25
SPOT-100486,Mobile,3.55,63,28,0.4496,0,0.056,7,26
SPOT-100487,Mobile,1.9,34,6,0.1782,0,0.411,5,24
SPOT-100488,Mobile,5.03,90,43,0.4784,158,0.338,2,22
SPOT-100489,Mobile,1.31,23,5,0.2411,0,0.07,4,22
SPOT-100490,Mobile,2.83,51,5,0.1176,0,0.733,6,22
SPOT-100491,Mobile,3.57,64,15,0.2449,112,0.121,3,26
SPOT-100492,Mobile,1.89,34,9,0.2867,59,0.147,1,8
SPOT-100493,Desktop,3.08,55,22,0.4052,97,0.295,4,20
SPOT-100494,Web Player,2.22,40,7,0.1946,70,0.478,5,21
SPOT-100495,Mobile,1.57,28,16,0.5769,49,0.427,2,11
SPOT-100496,Desktop,2.82,50,1,0.0396,0,0.352,7,22
SPOT-100497,Mobile,3.46,62,22,0.3654,0,0.065,9,22
SPOT-100498,Mobile,4.0,72,11,0.1638,0,0.431,7,21
SPOT-100499,Mobile,2.06,37,10,0.2836,0,0.06,4,24
SPOT-100500,Web Player,7.78,140,80,0.578,0,0.583,7,22
SPOT-100501,Desktop,1.63,29,4,0.1588,0,0.193,4,26
SPOT-100502,Connected Car,5.25,94,36,0.387,0,0.336,9,23
SPOT-100503,Mobile,3.36,60,17,0.2957,0,0.081,6,22
SPOT-100504,Mobile,2.69,48,20,0.4235,0,0.086,5,21
SPOT-100505,Mobile,4.51,81,16,0.2065,0,0.728,6,18
SPOT-100506,Connected Car,4.39,78,9,0.1183,0,0.652,5,23
SPOT-100507,Mobile,0.74,13,5,0.4145,23,0.352,4,7
SPOT-100508,Mobile,1.08,19,2,0.1193,0,0.375,11,18
SPOT-100509,Mobile,2.67,48,15,0.3276,0,0.516,10,24
SPOT-100510,Smart Speaker,5.58,100,19,0.1922,0,0.538,4,28
SPOT-100511,Mobile,2.75,49,11,0.227,0,0.347,5,21
SPOT-100512,Mobile,0.98,17,7,0.442,0,0.183,7,22
SPOT-100513,Mobile,2.81,50,10,0.219,0,0.337,4,23
SPOT-100514,Mobile,3.18,57,36,0.6331,100,0.138,0,11
SPOT-100515,Desktop,1.67,30,7,0.2618,52,0.029,4,18
SPOT-100516,Mobile,4.26,76,10,0.1339,0,0.537,9,22
SPOT-100517,Mobile,1.54,27,8,0.305,48,0.357,0,11
SPOT-100518,Mobile,2.63,47,36,0.7763,82,0.082,1,9
SPOT-100519,Smart Speaker,1.61,28,10,0.3774,50,0.32,0,11
SPOT-100520,Mobile,3.28,58,19,0.3294,0,0.14,3,19
SPOT-100521,Smart Speaker,2.75,49,3,0.0724,0,0.434,5,14
SPOT-100522,Web Player,0.9,16,1,0.0983,28,0.537,1,21
SPOT-100523,Mobile,2.12,38,3,0.0913,0,0.266,1,24
SPOT-100524,Mobile,2.78,50,25,0.5083,87,0.205,0,8
SPOT-100525,Mobile,2.17,39,34,0.8938,68,0.04,1,9
SPOT-100526,Connected Car,1.33,24,6,0.2537,0,0.407,5,23
SPOT-100527,Smart Speaker,0.79,14,4,0.3207,0,0.589,4,24
SPOT-100528,Connected Car,8.3,149,60,0.409,0,0.147,3,22
SPOT-100529,Mobile,3.83,68,9,0.1416,0,0.299,12,20
SPOT-100530,Mobile,0.77,13,3,0.2382,24,0.176,1,20
SPOT-100531,Web Player,3.1,55,17,0.3099,0,0.009,6,21
SPOT-100532,Desktop,3.4,61,24,0.4011,0,0.077,3,25
SPOT-100533,Mobile,2.01,36,10,0.2915,0,0.137,9,25
SPOT-100534,Mobile,0.5,8,1,0.1618,15,0.22,0,24
SPOT-100535,Connected Car,0.38,6,1,0.2555,0,0.24,5,22
SPOT-100536,Mobile,2.49,44,8,0.1935,78,0.123,3,25
SPOT-100537,Smart Speaker,5.78,104,25,0.2485,0,0.386,4,18
SPOT-100538,Mobile,2.17,39,12,0.3108,0,0.027,8,26
SPOT-100539,Smart Speaker,1.0,17,0,0.0491,0,0.8,4,22
SPOT-100540,Mobile,2.42,43,7,0.1653,0,0.325,5,23
SPOT-100541,Mobile,1.67,29,8,0.2923,52,0.298,0,19
SPOT-100542,Mobile,4.41,79,13,0.1761,0,0.109,5,25
SPOT-100543,Desktop,3.34,60,11,0.1993,0,0.411,8,26
SPOT-100544,Mobile,1.33,23,3,0.1534,0,0.381,5,22
SPOT-100545,Mobile,6.96,125,27,0.2211,0,0.228,9,24
SPOT-100546,Mobile,3.02,54,26,0.4844,95,0.257,3,17
SPOT-100547,Mobile,5.52,99,22,0.2231,0,0.254,4,19
SPOT-100548,Mobile,2.83,50,21,0.4307,0,0.154,3,22
SPOT-100549,Mobile,3.31,59,2,0.035,0,0.434,5,28
SPOT-100550,Mobile,0.79,14,4,0.3331,24,0.432,1,5
SPOT-100551,Smart Speaker,5.34,96,22,0.2368,0,0.499,3,22
SPOT-100552,Smart Speaker,2.17,39,3,0.096,0,0.499,2,23
SPOT-100553,Desktop,2.61,47,33,0.7155,82,0.011,5,16
SPOT-100554,Desktop,4.26,76,26,0.3521,0,0.13,7,24
SPOT-100555,Desktop,2.61,46,14,0.3165,82,0.216,1,21
SPOT-100556,Mobile,1.18,21,12,0.5814,37,0.164,2,12
SPOT-100557,Smart Speaker,1.08,19,1,0.0744,0,0.17,12,24
SPOT-100558,Mobile,3.52,63,22,0.3602,110,0.12,0,10
SPOT-100559,Mobile,5.77,103,23,0.2319,0,0.274,5,22
SPOT-100560,Connected Car,3.46,62,32,0.5315,0,0.19,4,21
SPOT-100561,Mobile,2.38,42,10,0.2587,0,0.338,5,23
SPOT-100562,Smart Speaker,2.52,45,12,0.2675,79,0.404,1,24
SPOT-100563,Mobile,2.23,40,17,0.4396,0,0.625,3,21
SPOT-100564,Mobile,3.4,61,16,0.275,0,0.098,4,22
SPOT-100565,Mobile,2.74,49,8,0.1801,0,0.476,10,23
SPOT-100566,Mobile,5.35,96,51,0.5405,0,0.371,1,20
SPOT-100567,Mobile,3.22,57,10,0.179,0,0.503,6,23
SPOT-100568,Mobile,0.38,6,0,0.0634,0,0.084,10,24
SPOT-100569,Mobile,4.68,84,20,0.2481,0,0.362,6,18
SPOT-100570,Mobile,2.36,42,6,0.1524,74,0.182,3,21
SPOT-100571,Mobile,2.03,36,8,0.2307,0,0.44,9,22
SPOT-100572,Desktop,1.87,33,5,0.1735,0,0.522,3,25
SPOT-100573,Desktop,1.2,21,2,0.1284,0,0.208,4,23
SPOT-100574,Mobile,4.71,84,13,0.1564,0,0.086,6,24
SPOT-100575,Smart Speaker,1.62,29,1,0.0408,51,0.436,1,22
SPOT-100576,Mobile,0.71,12,4,0.3983,22,0.263,1,7
SPOT-100577,Mobile,1.81,32,13,0.4139,0,0.24,7,19
SPOT-100578,Mobile,4.68,84,16,0.2008,0,0.188,7,23
SPOT-100579,Mobile,1.54,27,5,0.2137,0,0.159,6,23
SPOT-100580,Mobile,0.85,15,7,0.4869,26,0.327,2,27
SPOT-100581,Mobile,1.8,32,4,0.136,0,0.269,7,22
SPOT-100582,Web Player,2.79,50,30,0.6033,0,0.163,4,21
SPOT-100583,Mobile,1.82,32,8,0.2605,57,0.19,2,24
SPOT-100584,Smart Speaker,1.97,35,9,0.2606,62,0.148,0,14
SPOT-100585,Mobile,2.08,37,12,0.3389,0,0.187,7,21
SPOT-100586,Mobile,0.96,17,0,0.0321,30,0.171,2,27
SPOT-100587,Desktop,2.97,53,29,0.5556,93,0.277,2,10
SPOT-100588,Smart Speaker,0.37,6,1,0.2261,11,0.341,0,23
SPOT-100589,Mobile,1.1,19,5,0.304,34,0.542,3,9
SPOT-100590,Smart Speaker,0.5,8,2,0.262,15,0.45,1,19
SPOT-100591,Mobile,3.02,54,21,0.3978,95,0.139,2,21
SPOT-100592,Mobile,1.29,23,4,0.1885,0,0.101,4,24
SPOT-100593,Mobile,1.72,30,6,0.2213,0,0.03,8,21
SPOT-100594,Mobile,1.55,27,3,0.1228,0,0.536,6,23
SPOT-100595,Mobile,1.69,30,14,0.4839,53,0.023,5,10
SPOT-100596,Mobile,1.43,25,4,0.1685,44,0.716,2,22
SPOT-100597,Mobile,3.59,64,36,0.5687,112,0.5,4,8
SPOT-100598,Mobile,2.4,43,22,0.5303,75,0.449,1,10
SPOT-100599,Desktop,1.46,26,1,0.0714,0,0.338,3,23
SPOT-100600,Web Player,3.43,61,56,0.9286,108,0.011,0,12
SPOT-100601,Mobile,2.63,47,11,0.2472,82,0.057,1,12
SPOT-100602,Desktop,3.54,63,10,0.167,0,0.481,8,20
SPOT-100603,Mobile,2.52,45,8,0.1914,0,0.734,5,21
SPOT-100604,Smart Speaker,1.56,28,4,0.171,49,0.185,2,21
SPOT-100605,Mobile,5.05,90,65,0.7306,0,0.352,3,22
SPOT-100606,Mobile,9.04,162,35,0.2196,0,0.381,4,18
SPOT-100607,Smart Speaker,0.63,11,1,0.1278,19,0.424,4,25
SPOT-100608,Smart Speaker,5.98,107,38,0.3611,188,0.029,1,12
SPOT-100609,Desktop,1.54,27,9,0.3465,0,0.067,10,27
SPOT-100610,Mobile,4.28,76,52,0.6857,134,0.355,1,7
SPOT-100611,Desktop,3.56,64,8,0.1385,0,0.302,5,21
SPOT-100612,Mobile,3.11,56,23,0.4203,0,0.066,8,22
SPOT-100613,Mobile,0.51,9,7,0.8101,16,0.62,1,7
SPOT-100614,Desktop,1.61,28,10,0.3827,50,0.257,1,23
SPOT-100615,Desktop,5.4,97,12,0.131,0,0.107,6,25
SPOT-100616,Smart Speaker,1.23,22,6,0.2864,0,0.007,3,10
SPOT-100617,Desktop,3.68,66,6,0.1036,0,0.034,13,25
SPOT-100618,Mobile,3.03,54,12,0.2402,0,0.47,14,17
SPOT-100619,Desktop,3.42,61,8,0.1353,107,0.714,4,23
SPOT-100620,Mobile,4.5,81,2,0.0259,0,0.028,8,20
SPOT-100621,Mobile,0.98,17,9,0.5487,30,0.35,0,14
SPOT-100622,Smart Speaker,1.42,25,3,0.1328,44,0.234,2,20
SPOT-100623,Desktop,2.37,42,4,0.0974,0,0.041,7,27
SPOT-100624,Mobile,1.62,29,6,0.2283,0,0.193,10,24
SPOT-100625,Mobile,4.32,77,12,0.167,0,0.491,5,23
SPOT-100626,Smart Speaker,2.76,49,15,0.3104,87,0.153,2,23
SPOT-100627,Mobile,1.81,32,9,0.2827,0,0.128,2,24
SPOT-100628,Connected Car,1.63,29,8,0.3071,0,0.549,5,24
SPOT-100629,Smart Speaker,5.38,96,17,0.1785,0,0.182,7,15
SPOT-100630,Mobile,2.65,47,14,0.3064,0,0.069,7,24
SPOT-100631,Web Player,3.29,59,26,0.4547,103,0.127,1,21
SPOT-100632,Mobile,3.24,58,4,0.0835,0,0.589,3,23
SPOT-100633,Mobile,1.05,18,11,0.6556,0,0.004,9,12
SPOT-100634,Mobile,2.53,45,10,0.2228,79,0.154,2,26
SPOT-100635,Mobile,1.98,35,4,0.1292,0,0.294,4,21
SPOT-100636,Connected Car,5.31,95,26,0.2794,0,0.3,6,23
SPOT-100637,Mobile,1.33,23,3,0.1628,0,0.376,7,23
SPOT-100638,Mobile,6.93,124,77,0.6273,0,0.386,8,24
SPOT-100639,Smart Speaker,1.78,32,0,0.0159,0,0.132,4,22
SPOT-100640,Mobile,1.75,31,2,0.0945,0,0.157,6,24
SPOT-100641,Desktop,2.97,53,20,0.3822,93,0.318,5,21
SPOT-100642,Smart Speaker,3.03,54,3,0.0571,95,0.12,2,21
SPOT-100643,Desktop,0.63,11,0,0.0674,19,0.308,1,22
SPOT-100644,Mobile,4.94,89,20,0.232,0,0.573,6,28
SPOT-100645,Mobile,2.69,48,5,0.1068,0,0.05,4,20
SPOT-100646,Mobile,2.66,47,4,0.0927,0,0.371,8,24
SPOT-100647,Mobile,0.68,12,1,0.1186,0,0.558,3,22
SPOT-100648,Mobile,5.19,93,64,0.6964,163,0.204,2,24
SPOT-100649,Desktop,1.64,29,9,0.319,0,0.265,10,22
SPOT-100650,Desktop,1.93,34,8,0.2362,60,0.207,0,24
SPOT-100651,Mobile,1.17,20,5,0.2577,36,0.5,2,23
SPOT-100652,Mobile,1.52,27,15,0.5878,47,0.434,4,12
SPOT-100653,Desktop,1.77,31,9,0.3066,0,0.053,10,26
SPOT-100654,Mobile,1.98,35,16,0.4637,0,0.347,6,21
SPOT-100655,Connected Car,7.98,143,41,0.2869,0,0.044,9,27
SPOT-100656,Mobile,3.04,54,34,0.6401,0,0.398,5,25
SPOT-100657,Mobile,0.48,8,2,0.2521,15,0.144,4,11
SPOT-100658,Desktop,1.11,20,7,0.355,35,0.345,2,23
SPOT-100659,Mobile,2.19,39,15,0.4075,0,0.426,10,24
SPOT-100660,Desktop,1.9,34,20,0.6096,59,0.272,3,11
SPOT-100661,Mobile,1.73,31,9,0.31,0,0.325,7,20
SPOT-100662,Desktop,3.11,55,18,0.3398,97,0.252,1,21
SPOT-100663,Mobile,1.51,27,9,0.3701,47,0.057,1,18
SPOT-100664,Mobile,3.42,61,41,0.682,107,0.081,3,23
SPOT-100665,Connected Car,2.96,53,13,0.2541,93,0.765,2,19
SPOT-100666,Smart Speaker,2.98,53,15,0.2852,0,0.227,5,20
SPOT-100667,Mobile,3.82,68,33,0.4977,120,0.354,2,21
SPOT-100668,Mobile,7.03,126,32,0.254,0,0.454,6,22
SPOT-100669,Mobile,2.88,51,45,0.8937,90,0.165,2,11
SPOT-100670,Mobile,7.04,126,17,0.1411,0,0.768,6,21
SPOT-100671,Web Player,10.21,183,77,0.4241,0,0.086,9,24
SPOT-100672,Mobile,2.97,53,18,0.348,93,0.747,1,21
SPOT-100673,Mobile,1.98,35,21,0.6241,62,0.207,1,12
SPOT-100674,Desktop,3.24,58,4,0.086,0,0.121,6,23
SPOT-100675,Mobile,0.95,17,5,0.3328,29,0.118,1,11
SPOT-100676,Mobile,3.59,64,27,0.4231,0,0.263,7,23
SPOT-100677,Mobile,3.0,53,10,0.2027,0,0.448,10,23
SPOT-100678,Mobile,3.18,57,31,0.5606,0,0.148,5,21
SPOT-100679,Smart Speaker,6.19,111,26,0.2407,0,0.006,3,21
SPOT-100680,Desktop,1.76,31,10,0.3316,55,0.677,5,22
SPOT-100681,Mobile,3.68,66,12,0.1915,0,0.219,15,25
SPOT-100682,Smart Speaker,0.33,5,1,0.242,10,0.106,1,23
SPOT-100683,Mobile,0.69,12,6,0.5745,21,0.203,2,10
SPOT-100684,Mobile,1.12,20,3,0.1574,35,0.119,1,9
SPOT-100685,Desktop,1.45,26,9,0.3525,45,0.091,3,6
SPOT-100686,Web Player,2.56,46,19,0.4242,0,0.559,8,21
SPOT-100687,Mobile,3.72,67,12,0.1839,0,0.15,5,23
SPOT-100688,Mobile,1.55,27,6,0.2414,48,0.186,2,23
SPOT-100689,Mobile,1.13,20,8,0.4117,35,0.072,2,9
SPOT-100690,Mobile,0.98,17,7,0.4269,30,0.399,2,18
SPOT-100691,Mobile,2.57,46,9,0.2002,0,0.723,12,20
SPOT-100692,Smart Speaker,5.52,99,43,0.4359,0,0.607,2,26
SPOT-100693,Mobile,1.71,30,9,0.3075,0,0.6,7,26
SPOT-100694,Mobile,0.85,15,4,0.2721,0,0.166,4,26
SPOT-100695,Mobile,2.68,48,26,0.5428,84,0.305,7,22
SPOT-100696,Mobile,4.89,88,32,0.3655,154,0.38,2,19
SPOT-100697,Smart Speaker,7.66,137,17,0.1264,0,0.614,7,24
SPOT-100698,Mobile,3.39,61,9,0.1596,0,0.12,6,24
SPOT-100699,Desktop,0.99,17,4,0.2477,0,0.154,4,22
SPOT-100700,Mobile,4.92,88,11,0.1346,0,0.197,5,21
SPOT-100701,Mobile,2.89,51,14,0.2854,0,0.174,4,23
SPOT-100702,Connected Car,5.34,96,8,0.0934,0,0.286,6,21
SPOT-100703,Mobile,9.45,170,74,0.4364,0,0.33,4,22
SPOT-100704,Connected Car,6.36,114,50,0.4441,0,0.426,4,24
SPOT-100705,Mobile,4.05,72,11,0.1567,0,0.003,6,26
SPOT-100706,Smart Speaker,1.18,21,6,0.2955,37,0.131,3,10
SPOT-100707,Connected Car,1.29,23,9,0.4259,0,0.084,2,23
SPOT-100708,Smart Speaker,1.89,34,10,0.3053,0,0.023,4,23
SPOT-100709,Desktop,1.34,24,6,0.256,42,0.249,0,7
SPOT-100710,Mobile,0.64,11,3,0.2982,0,0.234,7,20
SPOT-100711,Mobile,2.98,53,13,0.2573,0,0.283,4,23
SPOT-100712,Mobile,1.39,25,15,0.6171,43,0.315,2,22
SPOT-100713,Mobile,1.05,18,12,0.707,33,0.198,4,8
SPOT-100714,Mobile,2.76,49,5,0.1214,0,0.176,7,21
SPOT-100715,Desktop,1.54,27,4,0.184,48,0.254,0,22
SPOT-100716,Mobile,0.35,6,1,0.2963,0,0.387,4,21
SPOT-100717,Desktop,1.03,18,3,0.2032,0,0.551,6,24
SPOT-100718,Desktop,1.86,33,9,0.2856,0,0.403,5,29
SPOT-100719,Smart Speaker,2.73,49,9,0.1972,0,0.373,4,24
SPOT-100720,Desktop,2.86,51,12,0.2469,0,0.221,6,21
SPOT-100721,Mobile,1.04,18,6,0.3661,32,0.581,2,11
SPOT-100722,Mobile,1.39,25,9,0.3794,43,0.166,2,16
SPOT-100723,Smart Speaker,8.02,144,57,0.3986,0,0.303,4,22
SPOT-100724,Mobile,0.79,14,6,0.4352,0,0.344,4,24
SPOT-100725,Mobile,0.84,15,7,0.5254,26,0.275,0,12
SPOT-100726,Mobile,3.49,62,39,0.6444,0,0.114,2,24
SPOT-100727,Mobile,1.86,33,12,0.3663,58,0.299,2,28
SPOT-100728,Web Player,3.13,56,24,0.437,98,0.103,0,23
SPOT-100729,Mobile,0.6,10,1,0.1861,19,0.066,2,22
SPOT-100730,Smart Speaker,1.42,25,10,0.405,44,0.374,5,17
SPOT-100731,Mobile,6.57,118,21,0.1815,0,0.2,6,26
SPOT-100732,Smart Speaker,12.0,216,38,0.1793,0,0.088,3,22
SPOT-100733,Smart Speaker,2.0,36,14,0.4106,0,0.271,3,25
SPOT-100734,Mobile,3.89,69,24,0.353,0,0.076,6,22
SPOT-100735,Mobile,1.59,28,8,0.287,0,0.038,9,23
SPOT-100736,Web Player,2.73,49,21,0.4366,0,0.089,3,21
SPOT-100737,Smart Speaker,2.31,41,18,0.4564,72,0.071,1,18
SPOT-100738,Mobile,1.72,30,4,0.1393,54,0.393,2,23
SPOT-100739,Connected Car,2.31,41,14,0.3571,0,0.092,8,23
SPOT-100740,Mobile,2.14,38,13,0.3533,0,0.447,6,20
SPOT-100741,Web Player,4.71,84,22,0.2621,0,0.277,8,20
SPOT-100742,Mobile,2.82,50,18,0.3755,0,0.133,3,21
SPOT-100743,Mobile,1.26,22,5,0.2329,39,0.182,6,15
SPOT-100744,Web Player,3.26,58,23,0.402,0,0.686,6,24
SPOT-100745,Mobile,3.33,59,16,0.2806,0,0.099,9,24
SPOT-100746,Desktop,0.49,8,4,0.566,15,0.114,1,8
SPOT-100747,Smart Speaker,0.36,6,0,0.097,11,0.176,0,19
SPOT-100748,Mobile,3.94,70,6,0.0946,0,0.1,7,23
SPOT-100749,Mobile,0.33,5,0,0.1295,0,0.286,5,24
SPOT-100750,Mobile,3.12,56,34,0.6233,98,0.573,1,9
SPOT-100751,Mobile,7.99,143,67,0.4731,0,0.209,5,23
SPOT-100752,Desktop,1.48,26,10,0.415,46,0.796,4,23
SPOT-100753,Mobile,1.21,21,3,0.1505,0,0.135,3,22
SPOT-100754,Mobile,2.93,52,12,0.2334,0,0.349,8,21
SPOT-100755,Mobile,3.09,55,6,0.1239,97,0.14,2,21
SPOT-100756,Mobile,1.7,30,10,0.3422,53,0.23,2,25
SPOT-100757,Web Player,1.25,22,1,0.0818,0,0.289,6,24
SPOT-100758,Mobile,2.23,40,21,0.5344,70,0.056,2,9
SPOT-100759,Mobile,2.94,52,10,0.193,0,0.089,9,26
SPOT-100760,Web Player,2.14,38,2,0.0654,0,0.332,10,18
SPOT-100761,Smart Speaker,2.24,40,5,0.1351,70,0.093,2,25
SPOT-100762,Desktop,3.01,54,21,0.4027,0,0.022,5,23
SPOT-100763,Mobile,0.7,12,1,0.1173,0,0.406,9,24
